Ready to Change the World?|https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/01/DSF0754.jpg?resize=1380%2C910|January 21, 2016|http://www.snapshotsofsimplicity.com/2016/01/21/ready-to-change-the-world/|Snapshots of Simplicity|ready change world|
Oceans: A Reflection of 2015|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/01/DSF9590.jpg?resize=1380%2C910|January 5, 2016|http://www.snapshotsofsimplicity.com/2016/01/05/oceans-a-reflection-of-2015/|Snapshots of Simplicity|oceans reflection|
packageless speaks at the Portland Green Festival|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/12/121515.jpg?resize=1380%2C910|December 17, 2015|http://www.snapshotsofsimplicity.com/2015/12/17/packageless-speaks-at-the-portland-green-festival/|Snapshots of Simplicity|packageless speaks portland green festival|
How to Shop Online, packageless|https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/12/DSF0725.jpg?resize=1380%2C910|December 8, 2015|http://www.snapshotsofsimplicity.com/2015/12/08/how-to-shop-online-packageless/|Snapshots of Simplicity|how shop online packageless|
Apfelkuchen|https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/112315-Cover-1.jpg?resize=1380%2C910|November 24, 2015|http://www.snapshotsofsimplicity.com/2015/11/24/apfelkuchen/|Snapshots of Simplicity|apfelkuchen|
A Tale of Two Boxes|https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/DSF0591.jpg?resize=1380%2C910|November 12, 2015|http://www.snapshotsofsimplicity.com/2015/11/12/a-tale-of-two-boxes/|Snapshots of Simplicity|a tale two boxes|
Chocolate Banana Cake|https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/DSF0539.jpg?resize=1380%2C910|November 9, 2015|http://www.snapshotsofsimplicity.com/2015/11/09/chocolate-banana-cake/|Snapshots of Simplicity|chocolate banana cake|
Keep your friends close, but your farmers closer.|https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/DSF0690.jpg?resize=1380%2C910|November 5, 2015|http://www.snapshotsofsimplicity.com/2015/11/05/keep-your-friends-close-but-your-farmers-closer/|Snapshots of Simplicity|keep your friends close your farmers closer.|
Roasted Vegetable Tian|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/DSF0729.jpg?resize=1380%2C910|November 3, 2015|http://www.snapshotsofsimplicity.com/2015/11/03/roasted-vegetable-tian/|Snapshots of Simplicity|roasted vegetable tian|
Escape to the Waters|https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/103115-Waters.jpg?resize=1380%2C910|November 1, 2015|http://www.snapshotsofsimplicity.com/2015/11/01/escape-to-the-waters/|Snapshots of Simplicity|escape waters|
Cheesin’ with a Mason Jar|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF0697.jpg?resize=1380%2C910|October 29, 2015|http://www.snapshotsofsimplicity.com/2015/10/29/cheesin-with-a-mason-jar/|Snapshots of Simplicity|cheesin mason jar|
Fresh Popcorn: A Halloween Alternative|https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF0740.jpg?resize=1380%2C910|October 27, 2015|http://www.snapshotsofsimplicity.com/2015/10/27/fresh-popcorn-a-halloween-alternative/|Snapshots of Simplicity|fresh popcorn halloween alternative|
Back to the Past|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/JimCalabrese_1967.ck_.jpg?resize=1380%2C910|October 22, 2015|http://www.snapshotsofsimplicity.com/2015/10/22/back-to-the-past/|Snapshots of Simplicity|back past|
Carrot Ginger Ramen|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/101915-Bowl.jpg?resize=1380%2C910|October 20, 2015|http://www.snapshotsofsimplicity.com/2015/10/20/carrot-ginger-ramen/|Snapshots of Simplicity|carrot ginger ramen|
Berkeley Adventures|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/101715-Feet.jpg?resize=1380%2C910|October 18, 2015|http://www.snapshotsofsimplicity.com/2015/10/18/berkeley-adventures/|Snapshots of Simplicity|berkeley adventures|
What would you do with 600 dollars?|https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF0692.jpg?resize=1380%2C910|October 16, 2015|http://www.snapshotsofsimplicity.com/2015/10/16/what-would-you-do-with-600-dollars/|Snapshots of Simplicity|what would you do dollars|
Banana Bread|https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF0837.jpg?resize=1380%2C910|October 13, 2015|http://www.snapshotsofsimplicity.com/2015/10/13/banana-bread/|Snapshots of Simplicity|banana bread|
How to Keep Off 23 Pounds|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF0706.jpg?resize=1380%2C910|October 8, 2015|http://www.snapshotsofsimplicity.com/2015/10/08/how-to-keep-off-23-pounds/|Snapshots of Simplicity|how keep pounds|
Simple Granola|https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF1150.jpg?resize=1380%2C910|October 6, 2015|http://www.snapshotsofsimplicity.com/2015/10/06/simple-granola/|Snapshots of Simplicity|simple granola|
I Have a Dream…|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/09/DSF0556.jpg?resize=1380%2C910|September 24, 2015|http://www.snapshotsofsimplicity.com/2015/09/24/i-have-a-dream/|Snapshots of Simplicity|i have dream|
Chocolate Cranberry Walnut Cutout Cookies|https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/09/DSF0738.jpg?resize=1380%2C910|September 13, 2015|http://www.snapshotsofsimplicity.com/2015/09/13/chocolate-cranberry-walnut-cutout-cookies/|Snapshots of Simplicity|chocolate cranberry walnut cutout cookies|
An Early Christmas|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/09/DSF0678.jpg?resize=1380%2C910|September 8, 2015|http://www.snapshotsofsimplicity.com/2015/09/08/an-early-christmas/|Snapshots of Simplicity|an early christmas|
Confessions of an Asian Household|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/08/DSF0523.jpg?resize=1380%2C910|August 31, 2015|http://www.snapshotsofsimplicity.com/2015/08/31/confessions-of-an-asian-household/|Snapshots of Simplicity|confessions an asian household|
Up Up Here We Go|https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/08/Up-Up.jpg?resize=1380%2C910|August 17, 2015|http://www.snapshotsofsimplicity.com/2015/08/17/up-up-here-we-go/|Snapshots of Simplicity|up here we go|
Hanging Out with the Seagulls|https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/08/080115-Inactive-Landfill-1.jpg?resize=1380%2C910|August 1, 2015|http://www.snapshotsofsimplicity.com/2015/08/01/hanging-out-with-the-seagulls/|Snapshots of Simplicity|hanging out seagulls|
Hi Grandma|https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/07/DSF0520.jpg?resize=1380%2C910|July 26, 2015|http://www.snapshotsofsimplicity.com/2015/07/26/hi-grandma/|Snapshots of Simplicity|hi grandma|
