Bamboo Travel Utensils|$14.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/bamboo-travel-utensils|Wildminimalist|bamboo travel utensils|
Beeswax Cloths, Set of 3|$20.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/beeswax-cloths-set-of-3|Wildminimalist|beeswax cloths set|
Beeswax Crayons|$14.99|https://cdn.shopify.com/s/files/1/1721/9289/products/wood_bear_1_4c9c1fa4-14d6-4fbe-8511-0eceac26f4ab_480x.jpg?v=1518395527|https://wildminimalist.com/products/beeswax-crayons|Wildminimalist|beeswax crayons|
Beldi Market Basket|$55.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/beldi-market-basket|Wildminimalist|beldi market basket|
Bento Bag|$26.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/bento-bag|Wildminimalist|bento bag|
Cloth Bowl Covers, Set of 5|$63.99|https://cdn.shopify.com/s/files/1/1721/9289/products/New_Mesh_Bag_1_49a93f45-1dca-48a7-8bda-4f50db4c802d_480x.jpg?v=1497278679|https://wildminimalist.com/products/cloth-bowl-covers|Wildminimalist|cloth bowl covers set|
Cloth Utensil Wrap|$40.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/cloth-utensil-wrap|Wildminimalist|cloth utensil wrap|
Compostable Bamboo Toothbrushes, Set of 4|$26.49|https://cdn.shopify.com/s/files/1/1721/9289/products/facial_rounds_prints_480x.jpg?v=1502834401|https://wildminimalist.com/products/compostable-toothbrushes-set-of-4|Wildminimalist|compostable bamboo toothbrushes set|
Copper Pot Scrubber, Set of 2|$9.49|https://cdn.shopify.com/s/files/1/1721/9289/products/New_Mesh_Bag_1_49a93f45-1dca-48a7-8bda-4f50db4c802d_480x.jpg?v=1497278679|https://wildminimalist.com/products/copper-pot-scrubber|Wildminimalist|copper pot scrubber set|
Cotton Baguette Bag|$19.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/cotton-baguette-bag|Wildminimalist|cotton baguette bag|
Cotton Bread Bag|$22.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/cotton-bread-bag|Wildminimalist|cotton bread bag|
Cotton Mesh Produce Bags, Set of 5|$22.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/cotton-mesh-produce-bags|Wildminimalist|cotton mesh produce bags set|
Cotton Muslin Produce Bags, Set of 5|$22.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/cotton-muslin-produce-bags|Wildminimalist|cotton muslin produce bags set|
Double Edge Safety Razor Kit|$77.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Zero_Waste_Farmers_Market_Kit_a345618c-c204-4ac0-8f4b-df1724e98325_480x.jpg?v=1500936764|https://wildminimalist.com/products/double-edge-safety-razor-kit|Wildminimalist|double edge safety razor kit|
Double-Edge Safety Razor|$32.49|https://cdn.shopify.com/s/files/1/1721/9289/products/facial_rounds_prints_480x.jpg?v=1502834401|https://wildminimalist.com/products/double-edge-safety-razor|Wildminimalist|doubleedge safety razor|
Double-Edge Safety Razor Blades, Pack of 20|$9.49|https://cdn.shopify.com/s/files/1/1721/9289/products/facial_rounds_prints_480x.jpg?v=1502834401|https://wildminimalist.com/products/double-edge-safety-razor-blades-pack-of-20|Wildminimalist|doubleedge safety razor blades pack|
Double-Handled Market Basket|$62.99|NULL - image|https://wildminimalist.com/products/double-handled-market-basket|Wildminimalist|doublehandled market basket|
Eco Fly-N-Tug|$18.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Eco_Quack_1_71f015cc-085d-4885-82c6-cd46e48546f4_480x.jpg?v=1499542987|https://wildminimalist.com/products/eco-fly-n-tug|Wildminimalist|eco flyntug|
Eco Kitty Bird|$15.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Eco_Quack_1_71f015cc-085d-4885-82c6-cd46e48546f4_480x.jpg?v=1499542987|https://wildminimalist.com/products/eco-kitty-bird|Wildminimalist|eco kitty bird|
Eco Quacker|$25.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Fly_N_Tug_Fam_480x.jpg?v=1499542909|https://wildminimalist.com/products/eco-quacker|Wildminimalist|eco quacker|
French Cotton Net Bag|$15.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/french-cotton-net-bag|Wildminimalist|french cotton net bag|
Gift Card|$10.00|NULL - image|https://wildminimalist.com/products/gift-card|Wildminimalist|gift card|
Glass Spray Bottles, Set of 2|$16.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Wood_Lint_Brush_2_13783034-0617-45ac-a721-f8e62cc988c2_480x.jpg?v=1499543743|https://wildminimalist.com/products/glass-spray-bottle|Wildminimalist|glass spray bottles set|
Glass Swing-Top Bottle|$6.99|https://cdn.shopify.com/s/files/1/1721/9289/products/New_Mesh_Bag_1_49a93f45-1dca-48a7-8bda-4f50db4c802d_480x.jpg?v=1497278679|https://wildminimalist.com/products/glass-swing-top-bottle|Wildminimalist|glass swingtop bottle|
